Timestamp,TargetSpeed,MeasuredSpeed,PWM
251,200,200,201
252,200,200,201
253,200,200,201
254,200,200,201
255,200,200,201
256,200,200,201
257,200,200,201
258,200,200,201
259,200,200,201
260,200,200,201
261,200,200,201
262,200,200,201
263,200,200,201
264,200,200,201
265,200,200,201
266,200,200,201
267,200,200,201
268,200,200,201
269,200,200,201
270,200,200,201
271,200,200,201
272,200,200,201
273,200,200,201
274,200,200,201
275,200,200,201
276,200,200,201
277,200,200,201
278,200,200,201
279,200,200,201
280,200,200,201
281,200,200,201
282,200,200,201
283,200,200,201
284,200,200,201
285,200,200,201
286,200,200,201
287,200,200,201
288,200,200,201
289,200,200,201
290,200,200,201
291,200,200,201
292,200,200,201
293,200,200,201
294,200,200,201
295,200,200,201
296,200,200,201
297,200,200,201
298,200,200,201
299,200,200,201
300,200,200,201
301,200,200,201
302,200,200,201
303,200,200,201
304,200,200,201
305,200,200,201
306,200,200,201
307,200,200,201
308,200,200,201
309,200,200,201
310,200,200,201
311,200,200,201
312,200,200,201
313,200,200,201
314,200,200,201
315,200,200,201
316,200,200,201
317,200,200,201
318,200,200,201
319,200,200,201
320,200,200,201
321,200,200,201
322,200,200,201
323,200,200,201
324,200,200,201
325,200,200,201
326,200,200,201
327,200,200,201
328,200,200,201
329,200,200,201
330,200,200,201
331,200,200,201
332,200,200,201
333,200,200,201
334,200,200,201
335,200,200,201
336,200,200,201
337,200,200,201
338,200,200,201
339,200,200,201
340,200,200,201
341,200,200,201
342,200,200,201
343,200,200,201
344,200,200,201
345,200,200,201
346,200,200,201
347,200,200,201
348,200,200,201
349,200,200,201
350,200,200,201
351,200,200,201
352,200,200,201
353,200,200,201
354,200,200,201
355,200,200,201
356,200,200,201
357,200,200,201
358,200,200,201
359,200,200,201
360,200,200,201
361,200,200,201
362,200,200,201
363,200,200,201
364,200,200,201
365,200,200,201
366,200,200,201
367,200,200,201
368,200,200,201
369,200,200,201
370,200,200,201
371,200,200,201
372,200,200,201
373,200,200,201
374,200,200,201
375,200,200,201
376,200,200,201
377,200,200,201
378,200,200,201
379,200,200,201
380,200,200,201
381,200,200,201
382,200,200,201
383,200,200,201
384,200,200,201
385,200,200,201
386,200,200,201
387,200,200,201
388,200,200,201
389,200,200,201
390,200,200,201
391,200,200,201
392,200,200,201
393,200,200,201
394,200,200,201
395,200,200,201
396,200,200,201
397,200,200,201
398,200,200,201
399,200,200,201
400,200,200,201
401,200,200,201
402,200,200,201
403,200,200,201
404,200,200,201
405,200,200,201
406,200,200,201
407,200,200,201
408,200,200,201
409,200,200,201
410,200,200,201
411,200,200,201
412,200,200,201
413,200,200,201
414,200,200,201
415,200,200,201
416,200,200,201
417,200,200,201
418,200,200,201
419,200,200,201
420,200,200,201
421,200,200,201
422,200,200,201
423,200,200,201
424,200,200,201
425,200,200,201
426,200,200,201
427,200,200,201
428,200,200,201
429,200,200,201
430,200,200,201
431,200,200,201
432,200,200,201
433,200,200,201
434,200,200,201
435,200,200,201
436,200,200,201
437,200,200,201
438,200,200,201
439,200,200,201
440,200,200,201
441,200,200,201
442,200,200,201
443,200,200,201
444,200,200,201
445,200,200,201
446,200,200,201
447,200,200,201
448,200,200,201
449,200,200,201
450,200,200,201
451,200,200,201
452,200,200,201
453,200,200,201
454,200,200,201
455,200,200,201
456,200,200,201
457,200,200,201
458,200,200,201
459,200,200,201
460,200,200,201
461,200,200,201
462,200,200,201
463,200,200,201
464,200,200,201
465,200,200,201
466,200,200,201
467,200,200,201
468,200,200,201
469,200,200,201
470,200,200,201
471,200,200,201
472,200,200,201
473,200,200,201
474,200,200,201
475,200,200,201
476,200,200,201
477,200,200,201
478,200,200,201
479,200,200,201
480,200,200,201
481,200,200,201
482,200,200,201
483,200,200,201
484,200,200,201
485,200,200,201
486,200,200,201
487,200,200,201
488,200,200,201
489,200,200,201
490,200,200,201
491,200,200,201
492,200,200,201
493,200,200,201
494,200,200,201
495,200,200,201
496,200,200,201
497,200,200,201
498,200,200,201
499,200,200,201
